Location,Latitude,Longitude
"Evergreen Recyclekaro India Pvt. Ltd., Gut. No. 113/A, Village Pali,
 Tal. Wada, Dist. Palghar",28.3806373,77.244826
"Hi-Tech Recycling (I) Pvt. Ltd, Property No.193, Gat No. 89, Pune-Satara Road, Shindewadi, Tal:
 Bhor, Dist:- Pune",18.4918182,73.8578034
"Justdispose Recycling Pvt Ltd. (Unit-II), S.No. 42/5,Kaddu Industrial Estate, Sativali
 Phata,Vasai (E), Tal-Vasai,Dist- Palghar.",19.4080181,72.8748695
"Pranam Enterprises, Sr. No. 286/116, Next to Badhe, Vill. Urali Deveshi, Tal. Haveli, Dist. Pune",18.5136455,73.8687257
"Techeco E-Waste Namo LLP, Gat No. 155 B/2, Village Dhakambe, Tal. Dindori, Dist. Nashik",20.1031861,73.8139689
"Threco Recycling LLP, Survey No. 153-3 & 149-1,
 Hedavli, Dist- Raigad.",18.7357931,73.0946926
"WE-The Recycling Company, H. No. 2212, Sr. No. 9-1 N, Behind Essar Petrol Pump, Village
 Borpada, Tal. Bhiwandi, Dist. Thane",19.3332306,73.0651203
"ECO RESET PRIVATE LIMITED PLOT NO. 19/1, MOUZA BHOWARI, KAMPTEE, NAGPUR,
 MAHARASHTRA - 441001",21.1541822,79.2761224
"ECO Friend Industries, Plot No. A-205, TTC Industrial Area, MIDC Pawane, Navi Mumbai,
 Tal. & Dist. Thane",19.137142,73.0172925
"A. S. ENTERPRISES SHOP NO 4 SHANKAR TEMPLE JASMINE BLDG PESTAM SAGAR ROAD NO 4 CHEMBUR,Chembur,Mumbai Suburban -
 400089",19.0703558,72.9020602
"AG Enterprises, Gat No. 815 (1), Kudalwadi, Chikhli, Pune 411062",18.6754742,73.8162715
"Alfa Trading Co. KOLHAPUR ESTATE,YADAV NAGAR,,KHERANI
 ROAD,SAKINAKA,Andheri,Mumbai Suburban - 400072",19.1088739,72.8936384
"Aman Trading Co. F/1, Annasagr Market, Behind Farooqi Hotel, Kurla Andheri Road, Jarimari, Kurla (W), Mumbai 400072",19.1122228,72.8673215
"Ambar Enterprises Awutade, Handewadi, Tal. Haveli, Dist. Pune 411028",18.4542527,73.9315733
"Amiable Electroning Pvt. Ltd. Plot No. D-141, Shirawane, TTC Industrial Area, MIDC Shiewane, Nerul, Navi Mumbai",19.1443447,73.0147956
"Anand Computer System 2160 B, Sadashiv Peth, Swamipuram Bldg, Shop No. 7,8,9, Pune - 411030",18.5039961,73.8480859
"Ancus India Reprocessing Pvt. Ltd., shop No. 2, Bldg. No. 1, Tiwari Estate, Vill:-Dhaniv,
 Nalasopara€, Vasai",19.4513129,72.7969236
"Aqsa Stamping, Plot no. 55, Rangara Industrial Estate, 33/35, Kiravali (Adivali), Tal. Panvel, Dist. Raigad.",19.1040481,73.0629662
"ARSH RECYCLING PRIVATE LIMITED GAT No. 1750, RANJANGAON GANPATI, PUNE NAGAR
 ROAD, Ranjangaon Ganpati, Pune - 412209",18.7550178,74.2448489
"Asquare Industrial Solutions Gala No. 3, Plot No. 35, Mulgaon, MIDC Khopoli, Tal. Khopoli, Dist.
 Raigad",18.7959592,73.3311361
"Avis Technoways Plot No. A-58, MIDC Osmanabad, Dist. Osmanabad",18.2267347,76.0388056
"Baban Plastic, Gut No. 1, At. Sajapur, Tal. & Dist. Aurangabad 401136",19.8726611,75.2225665
"Bharat E Waste Recycling Co. Sr. No. 189, Vill. Waliv, Vasai-Virar City (M Corp), Palghar -
 401208.",19.4169473,72.8611239
"Bhavesh Enterprises, Sr. No. 225/11, Hissa No. 23, Gausiya Compound, Gate No. 1, Vill. Pimpri,
 Tal. & Dist. Thane",19.2183307,72.9780897
"BKE RECYCLING Adsul Mala, Shivram Nagar,Uruli Devachi,URULI DEVACHI,Pune -
 412308",18.464335,73.953028
"Bombay Metal Works, Sr. 54, Hissa No. 4, Dahisar Road, Pimpri, Tal & Dist: Thane",19.0759837,72.8776559
"Bombay Recyclers Pvt. Ltd. Gala No. P-17-18, S. No. 121/2, Balaji Industrial Park, Behind
 Hindalco Co. MIDC Taloja, Panvel, Dist. Raigad",19.0696539,73.1270943
"Bsqaure E-Waste Recyclers, Gala No. 800, Survey No. 69/3, Siddhivinayak Market, Mohammadia Estate, Pimpri, Thane, Dist:
 Thane,Maharashtra.",19.2183307,72.9780897
"CBS EWaste Recycling Industries G.No. 18/63/2, At. Khanapur, Tal. Akole, Dist. Ahmednagar",19.4555024,74.4056612
"Chaudhary Metal 80/2, Village -Waliwali Dahisar, Mori, Mumbra Panvel Road, Group
 Grampachayat, Dist. Thane - 400612",19.1176095,73.0573736
"Clean Tech B/8, Gala no: 3, Parasnath indl Estate, Anjurphata Road, vill: Val, Tal: Bhiwandi
 Dist: Thane",19.2734206,73.0380133
"Connect Info Solutions India Private Limited c/o: A-one Logistics Shop No 4, Saibaba Apartment, Plot No 12, Sector 9, Near Corporation Bank, Khanda Colony, New Panvel -
 410206",19.0060645,73.1097656
"CPG Shell Mould & Casting, Plot No. W- 39, Additional MIDC, Satara",19.1946982,73.1966699
"E Clean E Green Recycling Umar Compound, Jabar Pada, Nalasopara, Vasai-Virar City (M
 Corp), Dist. Palghar 401208.",19.4198627,72.8116591
"Earth Sense Recycle Pvt. Ltd. A7, Gala No.1,2 & 3, Ground Floor, Prerana Complex, Val Village, Dapoda Road, Anjurphatta, Bhiwandi, District- Thane.",19.2608125,73.0413125
"Eco Layer E-Waste Recycling S. No. 11, H. No. 1/1, PT-8, S. K. Indl. Estate, Choudhary
 Compound, Vasai E, Palghar",19.3919275,72.8397317
"Eco Tantra LLP M-365, Raviwar Peth, Bohari Lane, Tal. & Dist. Pune",18.5161838,73.8621033
"Eco Tech Recycling, C/6, (5), Sagar Industrial Estate, S. No. 46/4, Dhumal Nagar, Vasai (E),
 Tal: Vasai, Dist: Palghar.",19.4191745,72.8680927
"Ecostar Recycling, Survey No.94 Hissa No.12 Mahadev Industrial, Near Ladi Company,
 Mumbra, Dist:- Thane- 400612.",19.2116729,72.960561
"EMS Scrapo, S. No. 199, Hissa No. 3, Bharat
 Market, Khan Compound, Shil-Mahape Road, Shil, Tal. & Dist. Thane",19.1506283,73.0411967
"Envirocare Recycling Pvt. Ltd. Unit no: 8/ C-I Actual Industrial Complex , Uchat, Road, Village
 : Magathane, Tal : Wada Dist : Thane",19.5135048,73.111895
"Environment Experts, Gala No. 11, Lane, J. K. Compound, Opp. Roshan Comp. Kherani Road, Sakinaka, Mumbai",19.1065472,72.890309
"E-Recon Recycling Pvt. Ltd. Gut No. 94, Chitegaon, Tal. Paithan, Dist. Aurangabad",19.7584354,75.2895182
"E -Refine Corporation Gut No. 24, Plot No. 2, Dargah Road, Additional Daultabad, Tal. & Dist.
 Aurangabad",19.8632799,75.3359906
"E-Waste Global,
 Gate No. 2, Near Theur Phata, Lonikand, Pune Nagar Road, Tal. Haveli, Dist. Pune 412216",18.5238441,74.0463799
"E-Waste Mart Survey No.94,Gala No.6,Umar Compound, Jahar Pada,Nalasopara, Vasai- Virar City (M Corp), District - Palghar - 401208.",19.4198627,72.8116591
"General Technologies India Pvt Ltd, Plot No. MBP-2, Building No.A-1, Office No. 1213, 12th Floor, Rupa Solitaire Building, TTC Industrial Area, Mahape, Dist. Thane",19.137142,73.0172925
"GNG Electronics Pvt. Ltd. Sr. No. 54, Hissa No. Dahisar Rd, Pimpri, Tal. & Dist. - Thane",18.6297811,73.7997094
"Go Green Recycling Unit No. 75/66, Hasti Industrial Estate, TTC Industrial Area, Mahape, Navi Mumbai",19.137142,73.0172925
"Grade Infratech Pvt. Ltd., Gut No. 849, Near Mahindra CIE, Ambethan Chakan, Village Chakan, Tal. Khed, Dist. Pune",18.7782168,73.8277042
"Green Enviro Services, 118/1, Wasali, Tal. Khed, Dist. Pune",18.5204303,73.8567437
"GREEN INDIA E-WASTE & RECYCLING OPC PVT. LTD.
 SURVEY NO. 74, HISSA NO. 1/A, House No. 500, POST-
 DAHISAR, District - Thane.",19.4945979,72.8604097
"Green IT Recycling Center Pvt Ltd
 Plot No. D-222, MIDC Ranjangaon, Dist.- Pune - 412209",18.7550178,74.2448489
"Green IT Recycling Centre Pvt. Ltd.
 Gat No. 207, Plot No. 3 & 4, Near Scienunero
 Company, Near PMT Depot, Shindewadi, Tal. Bhor, Dist. Pune",18.5003119,73.8613554
"GREEN PLANET RECYCLING SOLUTIONS SURVAY NO 72/1/A, AT BHANDARLI, DHASAR MORI, OLD MUMBRA PANVEL ROAD, TAL THANE, DIST THANE, - 400612",19.1289764,73.0614638
"Green Tech Solution Industries Gat No. 83/1, A/p. Wakhari, tal. Pandharpur, Dist. Solapur 413304",17.6805816,75.3155035
"Green Valley E Waste Management Pvt Ltd Gut No. 525/10, Village-Ghosai, Saza-Met, Tal.
 Wada, Ghonsai, Palghar - 421312",19.4973698,73.0833224
"Greenscape Eco Management Private LimitedMIDC Chakan Industrial Area (Ph-II), Pune - 410501",18.7632075,73.8613203
"Hari Om Scrap Traders 957/43, K.P. 2nd Lane,
 S. P. Road, Opp. Om
 Namahshivaya Bldg. Mumbai Central, Mumbai",19.0233641,72.8708004
"Harshita Green Recyclers, Gat No. 452, Urse Talegaon Dhabade, Tal. Maval, Dist.
 Pune",18.7071443,73.6437397
"Indian Scrap Traders Survey No. 11, Hissa No. 3/A, Ghusia Market, Gala no: 661, Vill: Pimpari, Post : Dahisar Dist: Thane",19.1144764,73.0668918
"J Choudhary & Company Sr. No. 67/3, Pipewal Lane Mohammadiya Estate, Pimpri Old Mumbai Pune Road, pimpri, Thane 400612",18.7279734,73.6540415
"J.S.Enterprises Gat No-132, Khalumbre, Chakan - 410501",18.7632075,73.8613203
"JRS Recycling Solutions Pvt. Ltd. Gala No. 428, S. No. 74, Hissa No. 2A, Garib Nawaz Estate, Old Mumbai Pune Road, Dahisar, Dist. Thane",19.4945979,72.8604097
"Just Dispose Recycling Pvt. Ltd. Unit No: 103,110,119, Arvind Industrial Estate, Navghar, Vasai (E), Dist: Thane",19.3846969,72.8361071
"K. G. N. Traders Survey No. 11, Hissa No. 30, Gausiya Market, Village- Pimpri, Post-Dahisar, Dist. Thane - 400612",19.1223092,73.0557864
"Kalawishwa Electrical, B-47 (Sub letting), MIDC Waluj, Dist. Aurangabad 431136",19.8409301,75.2418899
"Kapila Enterprises, Gat No. 46/3, At. Post. Supa, Tal. Parner, Dist:
 Ahmednagar",19.0948287,74.7479789
"Kohinoor E-Waste Recycling Pvt. Ltd. Gut No. 205/1 and
 205/2, Opp. Gurudatta Washing Centre, Dhekhu, Khalapur,
 Dist. Raigad",18.8305523,73.2846445
"KRISHNA METAL REFINERY Plot No.1-2/143 ,
 Sapronde Village, Taluka - Wada, District- Thane - 400086",19.6372506,73.1305349
"Kuldeep E-Waste Disposals, Sr. No. 50, Waghjainagar, Mabegaon Khurd, Katraj- Ambegaon Road, Katraj, Pune - 411046",18.4497736,73.8575564
"Lilashana Sales, Ramdas Company, Nandra Road, khamgaon, Dist. Buldhana",20.7131695,76.5650829
"MAC FIX STATION OFFICE NO 201, MAKHIJA ARCADE, 35TH ROAD,
 KHAR BANDRA LINKING ROAD, Bandra,
 Mumbai Suburban - 400052",19.0698892,72.8373532
"Mahalaxmi E- Recyclers Pvt. Ltd.Plot NO.77 &
 78, Subplot No. 3A, Ramtekde Industrial Area, Hadapsar, Tal. Haveli, Dist. Pune",18.4972172,73.9152375
"Maharashtra Enterprises, Plot No. 17, Rangara Industrial estate, Kiravali (Adivali), Old Thane
 Pune Road, Tal. Panvel, Dist. Raigad",19.3618865,72.8129029
"Mahesh Traders Plot No. 316, Shree Shahu Market Yard, Tal. Karveer, Dist. Kolhapur",16.707392,74.2599369
"Manihar Enterprises, Survey No. 74, Village Goteghar, Tal. Thane , Dist. Thane",19.2183307,72.9780897
"Manish Metal Gat No 925 , Near Ashtekar Bangla, A/P- Theur, Dist- Pune - 412110",18.5207076,74.0505752
"Map Trading Company Gat No. 670, Villoli, Tal. & Dist. Nashik 422010",19.9232789,73.7172605
"Masstech Recycling LLP Gala no 56, 58, 59 & 82, M.J.K. Compound, Kherani Road, Sakinaka, Mumbai - 400072 - 400072",19.109448,72.8949752
"Mauli Metals, Gut No. 222, At Kadachi Wadi, Post Chakan,
 Tal. Khed, Dist. Pune",18.746824,73.874985
"Mayra Corporation, Plot No. C-157, MIDC Malegaon,
 Tal. Sinnar, Dist. Nashik",19.8815288,73.9772453
"Mukesh Metal Sr. No. 93, Hissa No. 1, Behind
 Deepesh Lodge Gotegar Uttarshiv, Mumbra Road, Dist. Thane",19.136126,73.0510087
Nagraj E-Waste Recycling S.No.41 Vill Asoli Mouza Mahalgaon Tah Kamptee Dist Nagpur - 441202,15.803391,73.6801092
"National Traders
 S. No. 103/1/2, Undri-Saswad Road, Autade,
 Handewadi, Tal. Haveli, Dist. Pune",18.4550556,73.9137156
"National Trading Corporation, S. No. 56/1, Plot No. 18 & 19, Old Mumbai-Panvel Road, Village Pimpri, Tal. & Dist. Thane",19.0521656,73.0198873
"Navkar RecyclingSr. No. 69, Hissa No. 15, Mahamadiya Estate, Mumbai Panvel Road, Post. Dahisar, Dist.Thane",19.1194086,73.0567932
"New Ecotech Recycling Survey no. 136, Hissa no. 364, At Post - Khaniwade, Taluka
 -Vasai, District- Palghar Pincode -401305.",19.4986714,72.9098819
"New India Scrap Traders, Plot No. 31/E, Ashok Nagar, Dist. Aurangabad",19.8761653,75.3433139
"New Shivam Enteprises, Gala No. 326, At. Post. Khandale, Near Suruchi Dairy, Dist. Pune",18.5204303,73.8567437
"NICHOLAS RECYCLING PRIVATE LIMITED
 Nicholas Compound, Sativali Road, Valiv.",19.4070051,72.8661705
"Noble Trading Company, S. No. 11, Hissa No. 23, Gausiya Market, Village Pimpari, Old M. P. Road, Tal. & Dist. Thane",19.224915,73.0848645
"Om Recycling
 19/2 Mangalwa Peth,19/2 mangalwar peth pune., Peth, Dist. Pune",18.52258,73.8633407
"OM R V Interiors, S. N. 92, Hissa No. 3, At Pelhar, Tal. Vasai, Dist Palghar",19.3914324,72.8252058
"Pakeeza Traders, Plot No. 406, 407, 408, At. Soyapur, Tal. & Dist. Aurangabad",19.8761653,75.3433139
"Perfect E-Waste Recyclers, Plot No. A-8/1, MIDC Chikhalthana, Tal. & Dist. Aurangabad",19.8761593,75.3826284
"Poona E-Waste Solutions, 1/1009, Gat No. 2334/4, Wagholi, Pune 412207",18.5807719,73.9787063
"Prabhunath Traders, Sr. No. 314, H. No. 2, uril Devachi, Tal. Haveli, Dist. Pune",18.4449912,73.8577823
"Process Recycling Gala No,2, S.No 302, Richard Compound Near Maharashtra Vajan Kata,
 umang pharma road vasai phata, Dist. Palghar",19.4302271,72.8735762
"Progressive Recycler LLP. MIDC Chakan
 Industrial area (PH-II), D-45, Tal:- khed, Dist:- Pune",18.7656362,73.7698492
"Pune Greens Electronic Waste Recycler Pvt. Ltd. Sr. No. 63/1, B-4/1, Handewadi Road,
 Hadapsar, Pune",18.4760917,73.9309074
"R T Corporation, S.No.377, H.No.2, Ambisi Ganeshpuri Road, Village- Palsai, Tal: Wada, Dist-Palghar.",19.6025081,73.027614
"R.K.E-Recycling International LLP Gala no.-2, Tirupati Industrial Park, Sativali Road, Vasai East- 401208",19.4055741,72.8557411
"Rcube Recycling Pvt Ltd. Shree Ganesh Indl Estate,Vasai Palghat,Khairpada,Palghar -
 401330",19.4664045,72.8663173
"Recycling Future, S. No. 169, Bhangarpada, Post Kundevahll, Tal. Panvel. Dist. Raigad",18.9695233,73.0619261
"Regreen Recycling FLT 205, POCKET 5, GANESHWADI CHS LTD., BLDG 5, BHIM NAGAR
 MIDC ANDHERI EAST, Mumbai Suburban -
 400093",19.1176994,72.8700788
"Reteck Envirotech Pvt. Ltd. Plot No. 4 A, MIDC Taloja, Tal. Panvel, Dist. Raigad",19.0089115,73.0304029
"Right E-waste Recycle, S. No. 40/2/C, 40/3, Nashik Highway, Kalyan Sape Road, Tal.
 Bhiwandi. Dist. Thane",19.2965015,73.1513545
"Rolex Entrprises, Survey No. 218, Hissa No. 4/1, Dahisar, Navi Mumbai",19.0363376,73.021595
"Royal Scrap Traders, Gut No. 23, Plot No. 8, Mayurnagar, Naregaon, Dist. Aurangabad",19.8948536,75.3893096
"S. S. E-Waste Recyclers, Gut No. 442, Village Usar, Kondla Road, Tal. Wada, Dist. Palghar
 421312",19.5401596,73.0641396
"S.K. Enterprises Plot No: 134 Paiki Sub Plot No.- 1, Ahmednagar Industrial Estate Co-Op. Society Ltd, Nagpur-Pune Road, Ta & Dist -
 Ahmedanagar-414005.",18.5204303,73.8567437
"S K Enterprises, S. No. 77, Hissa No. 1, Hindustan Market, Dieghar, Tal. Shil, Dist. Thane",19.2183307,72.9780897
"S. N. Brothers, S. No. 305, Dongaripada, Near Classic Company, Vasai- Virar (M. Corp.), Dist
 Palghar",19.3814589,72.8294036
"Saani Enterprises, Gut No. 64, Plot No. 65, Mahal Pimpri, Dist. Aurangabad",19.9313583,75.4264024
"Sadab Traders Plot No. 1154, Gat No. 140/2A/1, Village Vilholi, Behind Jain Temple, Tal & Dist.
 Nashik - 422010",19.9232789,73.7172605
"SAHARA ENTERPRISES GAT N0 65 DEHU ALANDI ROAD , CHIKHALI, TAL.HAVELI DIST.PUNE -
 411062",18.679408,73.836757
"Sahara Traders, Gala No. 1, Ground Floor,
 Kalyan Road, Temghar, Tal. Bhiwandi, Dist. Thane",19.284389,73.0727528
"Sayma E-Waste Solutions, S. No. 323, Hissa no. 3, A Plot No. B-27, Urali Devashi, Tal. Haveli, Pune",18.7176722,73.7670914
"Scape E Recycler Private Limited Near Bus Stand, Behind Hotel Chandralok,Shikshak Colony, Purna Dist. Parbhani,Purna ,Parbhani -
 431511",19.1790258,77.030539
"Shabbir Traders Plot No. P/15 & 16, Sr. No. 119/120/121, Balaji Industrial Park, Behind Hindalco, Vill. Tondre, Tal. Panvel, Dist.
 Raigad",19.0696539,73.1270943
"Shifa Traders, Gut No. 63, Dehu Moshi Road, Kudalwadi, Chikhali, Tal. Mulshi, Dist. Pune",18.6793756,73.8400084
"Sigma Enterprises, Plot No. 5 & Gut No. 54/0, Adiwali, Tal. Panvel, Raigad",19.0995796,73.0611883
"SK E-Waste Disposal, Gat No. 116, Fine Weight Bridge, Jadhavwadi, Chikhali, Tal: Haveli, Dist:
 Pune.",18.681532,73.8281086
"SOLAPUR ECON RECYFINE PLOT NO. K-47 MIDC
 CHINCHOLI, Taluka - MOHOL, Chincholikati, Solapur - 413255",17.7506251,75.8037029
"Spas Computers Pvt. Ltd. 7 & 12, Hema Industrial Estate, Premises, Cos Ltd. Sarvodaya
 Nagar, Rajmata Jijai Road, Jogeshwari E",19.1438971,72.8427707
"Star Envo Recycling (I) Private Limited, Gala No 3, Survey No. 11, Hissa No. 1/1, Choudhary Compound, Wakanpada, Pelhar, Waliv, Vasai
 (E), Tal. Vasai, Dist. Palghar",19.4439643,72.8722249
"Sultan Disposal Stores, S. No. 28/2A/B, Undri, Opp. R Point, Pune Saswad Road, Tal. Haveli,
 Dist. Pune 411028",18.4888115,73.9509842
"Suritex Pvt.Ltd. Plot No. B-111, MIDC Industrial Area, Butibori, District - Nagpur.",20.9276401,79.0039904
"THE2BROS 70 AS KURLA ANDHERI ROAD,OPP JARIMARI
 TEMPLE,Chandivali,Mumbai Suburban - 400072",19.1073693,72.8822878
"Trekomac Refurbs Pvt. Ltd. Plot No, G-3, Five Star MIDC Kagal Hatkanangale, Tal. Kagal, Dist.
 Kolhapur",16.6042549,74.3862663
"Unity Enterprises, Gut No. 1745. Ranjangaon Ganpati, Tal. Shirur, Dist. Pune",18.7550178,74.2448489
"Universal Waste Management Gala No. B-10, D.
 P. K. Compound, Khairani Road, Sakinaka,
 Mumbai – 400072 - 400072",19.0876229,72.9177548
"Vatsala Enterprises, Gut. No. 183-6, Village Rajapur, Tal. Sangamner, Dist. Ahmednagar",19.5706487,74.2193999
"Vora Computers Pvt. Ltd. 1B, Lara Apartments, Sadhu Vaswani Chowk, Hotel Woodland Lane,
 1/D/3, Tal. & Dist. Pune",18.5252839,73.8758759
"Wonder Print Technologies Plot No. M-36, MIDC Ambad, Dist. Nashik",19.9456099,73.7403495
"Yasin Scrap, Gut No. 546, Shed No. 1, Jadhav Vasti, Village Wagholi, Tal. Haveli, Dist. Pune",18.5626966,73.9372298
"M/s. Unique Eco Recycle, Plot No. 26, Industrial Area, Palda, Indore (Madhya Pradesh)",22.6840966,75.9028261
"M/s. Moonstar Enterprises Pvt. Ltd., Plot No. 24/A, 24/D, 24/A-1, 21/D, 21/E, 21/E-1, Sector-B,
 Sanwer Road, Industrial Area Indore (MP)",22.7611002,75.8468591
"M/s. Prometheus Recycling Private Limited,
 786/4, 799/1, 800,, Dilawar Ka pura, Susera, Tal: Gird Dist: Gwalior, SIDC",26.3239454,78.1535928
"M/s. Sani Clean (P) Ltd., Plot No. 802/947, at- Tangiapada, Niala, Dist-Khurda",20.2138127,85.6152186
"M/s. Varun infra Steel Pvt. Ltd. Plot No. 1991/3942, At/P.O. Brahmani Tarang, Vedvyas, Rourkela-769004, Dist-Sundargarh",22.234424,84.7790897
"M/s. Jagannath E-Waste Recyclers, At-Pinchuli,
 P.O. Purushottampur, Dist-Ganjam",19.5233802,84.8854545
"M/s. P K Enterprises, Plot No.293/525, Khata No.127/4 At /P.O. Kalunga,Dist-Sundargarh",22.231322,84.7472259
"M/s Mirtunjai Udyog(Dismantler), At-AA/2, Civil Township, Rourkela Distt- Sundargarh",22.2244259,84.8265097
"M/s. Cosmic Net, B-25, Saheed Nagar, Bhubaneswar,",20.2898254,85.8447449
"M/s Ecokart Technology Pvt. Ltd., At/PO/Mouza-Kuradhamala, Daleiput, Dist- Khordha, M-
 7008551392",20.2913503,85.8716515
"M/s Ramky Enviro Engineer Ltd., Vill. Nimbuan, Tehsil Dera Bassi, District SAS Nagar.",30.6065894,76.9153281
"M/s Spreco Recycling, D-45, Industrial Area, Focal Point, Raikot, District Ludhiana.",30.8943494,75.9195249
"M/s K.J. Recycler, C-38, Sanjay Gandhi Nagar, Industrial Area, Jalandhar",31.3584883,75.5690784
"M/s Black Diamond Cements Pvt. Ltd., (E- Waste Dismantling & Recycling Facility), Village Humayunpur, Nariangarh Road, Tehsil Dera Bassi, District SAS Nagar",30.4208252,76.8821849
"M/s.Cosmos Recycling Grewal Nagar, Street No. 2, VPO Hambran Jagroan, Ludhiana",30.8942402,75.8298541
"M/s. Stellar Recycling LLP Village Lakhowal ( H.B.No.190 ), Tehsil & District Ludhiana",30.8972485,76.0177344
"M/s Kumar Enterprises, Malerkotla Road, village dulladi, teh nabha, Distt. Patial",30.3879586,76.1232976
"M/s. Green Bird Recycling, 223, Hadbast, Vill. Magarh, Kohara Macchiwara Road, Ludhiana",30.8657701,76.0072749
"M/s. H.M.E-waste Management G1-226, RIICO Ind.Area, Kehrani Bhiwadi (Extn.) Tijara Distt-
 Alwar",28.2070892,76.857682
"M/s. Dhruv Techengineers Pvt. Ltd., G-1209, Rampur mandana, Industrial Area, Bhiwadi,
 Alwar",28.2014149,76.8275503
"M/s Greenscape Eco Management Pvt.(Unt-II), F-588 & 591 MIA Alwar",27.5529907,76.6345735
"M/s Greenscape Eco Management Pvt Ltd F- 584-585, MIA, Alwar",27.5529907,76.6345735
"M/s ETCO E-waste Recycler pvt. ltd, SB-23, Shilp Bari Road, 1415 VKI Area, Jaipur",26.997294,75.7854856
"M/s. Universal E-Waste Recycling, G1-117 (B), RIICO Industrial Area, Alwar",28.11587,76.7862395
"M/s Green Leaf Recycling Industries, G-166- 167, West part, RIICO Ind Area Bagru Jaipur",26.8205657,75.5447741
"M/s Shukla E-Waste Processors, H-309 (B) RIICO Industrial Area, Bhiwadi, Tijara, Alwar.",28.2067217,76.8578993
"M/s Vasoo Metals, (Division-III) G-287, MIA, Alwar",27.5290056,76.6678255
"M/s. GS International, G1-101, Shri Khatu Shyam Ji Ind. Complex, Ringus, Sikar",27.3643828,75.4034289
"M/s. Adatte E-Waste Management Pvt. Ltd., C6/23, Opposite to Post Office , Safdarganj Development Area, New Delhi",28.5459277,77.199844
"M/s. Green Recycling Waste Management, J- 983, RIICO Ind. Area, Chopanki, Tijara, Alwar",28.1944557,76.8637887
"M/s. PWL Ventures, B137, Queen Road, Vidyut Nagar B, Jaipur (Plot no.- F142, Road no.-6,
 RIICO Ind. Area, Bindayka, Jaipur)",26.9011399,75.7558371
"M/s. Green India Waste Management, G-1/565, RIICO Ind. Area, Khuskhera, Tapukaa, Bhiwadi,
 Alwar",28.2069487,76.8577018
"M/s EPRAGATHI Recycling Pvt. Ltd., P.No. 29, SKS Industrial Area Ringus, Tehsil- Srimadhopur,
 Distt- Sikar- 332404",27.3766238,75.5579722
"M/s Hydro Engineers, H1-929, RIICO Industrial Area, Chopanki, Bhiwadi, District- Alwar",28.1944557,76.8637887
"M/s. Urban Metals, E-2118, Ramchandrapura RIICO Industrial area,
 Sitapura, Tehsil: Sanganer, District-Jaipur",26.7722834,75.856151
"M/s. Fateh Enviro Lab, Khasra No. 1036/14, Industrial Area, Jasol,
 Balotra, Barmer 344022",25.839754,72.230829
"M/s Abaad Developers Private, Limited at G1- 747, RIICO INDUSTRIAL AREA, CHOPANKI,
 BHIWADI, Alwar Rajasthan, 301019.",28.1944557,76.8637887
"M/s Green Web Recycling, H1-865, Industrial Area, Manda-II, Chomu,
 Jaipur 303702",27.1655759,75.7158062
"M/s Eraw Waste Management LLP, Plot no E-44, RIICO Industrial Area, Sarekhurd, Tijara, Alwar",28.2070892,76.857682
"M/s Golden Green Recyclers, G1-11, S.K.S. Industrial Area, Ringus, Sri
 Madhopur Ringus, Sikar 332404",27.4727934,75.5968715
"M/s. Vinay Traders, F-241-242, RIICO Ind. Area, Palra, Ajmer",26.4538854,74.635194
"M/s GPS International, G1-119 Industrial Area Manda Phase-I, Chomu, Jaipur- 303712",27.1655759,75.7158062
"M/s Greenlet Recyclers Private Limited, Plot No G-15-G, Sotanala
 Industrial Area, Behror, Tehsil- Behror, District- Alwar",27.8856475,76.2844296
"M/s Marss Recycler Private Limited G-5 Industrial Area Manda, Tehsil-
 Chomu (26 E-168 Near Meena Krishi Farm
 Murlipura Scheme Jaipur- 302039)",26.9720543,75.7628783
"M/s S.B.J. & Company F-137, Growth Centre, RIICO Industrial Area, Dholpur",26.6965521,77.8907576
"M/s. Tritech Systems, No.165/3, Porur, Chennai- 116",13.0343181,80.1642447
"M/s. Genbruze Solutions Pvt. ltd., S. F. No. 9.28, 29pt, Athipattu Village, Ambattur Taluk,
 Chennai District",13.0935352,80.1582088
"M/s. Ecosible Recyclers Pvt Ltd, No.154A/B,8th
 Mahatma Gandhi Road, Tass Industrial Estate, Ambattur, Chennai – 600098.",13.1080024,80.1610519
"M/s. Green Era Recyclers 37, Sivanandha Industries Estate, Dr. M.S. Udhayamurthy Nagar, Thadagam Road, Edayarpalayam, Coimbatore District - 641025",11.0407252,76.9248608
"M/s. Green India Recyclers, SF. No. 26/1B, Kovilpalayam Road, Soolakal Village,
 Coimbatore District.",10.749004,77.0911085
"M/s. A. K. Enterprises, No:12, Chakarapani St, Velacherry, Chennai-32.",13.044958,80.225881
"M/s. Shri Raaam Recycling, No. DP-29, SIDCO Industrial Estate, SIPCOT Industrial Complex, Gummidipoondi- 601201",13.4285521,80.1141896
"M/s. JADG India E-Waste Recyclers Pvt. Ltd., SF No. 256/1A1, Kollur Village, Kilikodi Post, Ponneri Taluk, Tiruvallur- 601206",13.3700075,80.155418
"AER Worldwide india Pvt Ltd, No.774,Elandandheri ,sadayankuppam village, near andar kuppam Check Post, Manali New Town, Chennai – 600103.",13.1944732,80.264191
